BLK00,TAZ_2000,lat,lon
270530081002001,334,44.9474908000,-93.2925190000
270530081002000,334,44.9475156000,-93.2912380000
270530081001000,334,44.9475413000,-93.2886150000
270530082004003,337,44.9474902000,-93.2874300000
270530276012011,635,44.9462996000,-93.6521200000
270531091001003,332,44.9480946000,-93.3195050000
271230342002009,815,44.9480665000,-93.0904500000
271630710061000,1108,44.9476185000,-92.9398640000
271230346013016,838,44.9480650000,-93.0546670000
271230346013015,838,44.9481888000,-93.0519350000
271630710062017,1108,44.9449655000,-92.9566510000
271230374041001,838,44.9464969000,-93.0500370000
270531080002005,333,44.9475839000,-93.3050940000
271630710011000,1106,44.9451485000,-92.9617130000
270531080002004,333,44.9474409000,-93.3039250000
271630710011002,1106,44.9459363000,-92.9706880000
270531080002003,333,44.9474759000,-93.3026500000
271230374021001,834,44.9470481000,-93.0117800000
271230342003024,810,44.9480934000,-93.1027260000
270530264042017,617,44.9463207000,-93.4530650000
271230374021000,834,44.9468928000,-93.0071020000
271230425021005,920,44.9465102000,-92.9940190000
270531080002002,333,44.9474639000,-93.3013750000
270531080002001,333,44.9474639000,-93.3000750000
270531080002000,333,44.9474764000,-93.2987990000
270530081004000,334,44.9474530000,-93.2969250000
270530232001002,613,44.9462521000,-93.4238110000
270530081002003,334,44.9474649000,-93.2950240000
270530081002002,334,44.9474649000,-93.2937740000
270530081001001,334,44.9475045000,-93.2898990000
270531226002003,578,44.9473697000,-93.3599320000
270530082004002,337,44.9474897000,-93.2861810000
270530082004001,337,44.9474897000,-93.2848680000
270530276011010,635,44.9462746000,-93.6509260000
270530082004000,337,44.9474649000,-93.2835750000
270530082001003,337,44.9474897000,-93.2821320000
271230358001000,864,44.9443825000,-93.1100650000
270530082001002,337,44.9475299000,-93.2808490000
270190901001045,126,44.9260165000,-93.8572430000
271230342003023,810,44.9473696000,-93.1024900000
270530082001001,337,44.9474961000,-93.2800000000
270530082001000,337,44.9475150000,-93.2787250000
270530223021007,576,44.9468681000,-93.3830150000
270530083002002,337,44.9475150000,-93.2771740000
270530227002002,579,44.9459838000,-93.3511400000
270530083002001,337,44.9475026000,-93.2759480000
270530083002000,337,44.9475341000,-93.2749310000
270530083001003,338,44.9473764000,-93.2742520000
270530083001002,338,44.9475107000,-93.2733810000
271230342002038,814,44.9472817000,-93.0829060000
271230344002035,838,44.9480983000,-93.0776840000
271230344002036,838,44.9474651000,-93.0703930000
270530083001001,338,44.9474902000,-93.2721170000
270530083001000,338,44.9474902000,-93.2708800000
271230344002032,838,44.9479150000,-93.0628160000
271230345002013,838,44.9483650000,-93.0595500000
271230345002012,838,44.9479996000,-93.0573660000
271230374022002,832,44.9421226000,-93.0295780000
270530085005007,344,44.9474402000,-93.2594670000
270530085005006,344,44.9474277000,-93.2581930000
270530085005005,344,44.9474517000,-93.2569550000
270530085005004,344,44.9473918000,-93.2556730000
270530085005003,344,44.9474379000,-93.2543760000
270530085005002,344,44.9474397000,-93.2530680000
270530264042019,617,44.9463642000,-93.4488610000
270530085005001,344,44.9474149000,-93.2517860000
270531086003001,344,44.9474149000,-93.2491610000
270531086003000,344,44.9474397000,-93.2478790000
270531086002003,345,44.9474517000,-93.2465920000
270531086002002,345,44.9474023000,-93.2453480000
270531086002001,345,44.9480407000,-93.2440920000
270531086002000,345,44.9480116000,-93.2427620000
270531087001002,345,44.9474368000,-93.2413910000
270531087001001,345,44.9473987000,-93.2397050000
270530223021010,576,44.9475109000,-93.3850020000
270531087001000,345,44.9472264000,-93.2380470000
270531088004006,353,44.9464696000,-93.2363810000
271230342002007,815,44.9478650000,-93.0884180000
270530276011007,635,44.9458589000,-93.6473630000
270530084003001,338,44.9474397000,-93.2695670000
270530084003000,338,44.9474150000,-93.2682740000
270530084002001,338,44.9474150000,-93.2669740000
270530084002000,338,44.9474149000,-93.2657240000
271630710011003,1106,44.9482990000,-92.9840160000
270530084001001,338,44.9474150000,-93.2644740000
270530084001000,338,44.9474397000,-93.2632300000
271630710011999,1106,44.9451884000,-92.9717210000
270530085004000,344,44.9474140000,-93.2619610000
271230425021009,920,44.9481469000,-92.9870710000
271230425021006,920,44.9474709000,-92.9941650000
270530085005008,344,44.9473897000,-93.2607290000
270530276012023,635,44.9463142000,-93.6578600000
270530227001028,578,44.9478533000,-93.3536900000
270530228021016,583,44.9471589000,-93.3312010000
270530085005000,344,44.9474132000,-93.2504730000
270530272013007,631,44.9446272000,-93.6204700000
270530232001004,565,44.9469161000,-93.4153910000
270531088004005,353,44.9464442000,-93.2352330000
270531088004004,353,44.9464803000,-93.2336920000
270531088004003,353,44.9477650000,-93.2333890000
271230342002018,816,44.9474684000,-93.0953040000
270531088004002,353,44.9475110000,-93.2314470000
270531088004001,353,44.9475150000,-93.2290720000
270531088004000,353,44.9475242000,-93.2275980000
270531088003002,353,44.9475150000,-93.2262230000
270531088003001,353,44.9474897000,-93.2248660000
270531088003000,353,44.9474897000,-93.2235300000
270531089003003,353,44.9475150000,-93.2221730000
270531089003002,353,44.9475050000,-93.2208970000
270531089003001,353,44.9475150000,-93.2196220000
271630710061001,1108,44.9482574000,-92.9527020000
270531089003000,353,44.9475149000,-93.2183220000
270530264042005,613,44.9470117000,-93.4311970000
270531076003005,353,44.9475096000,-93.2170140000
270531076003004,353,44.9474797000,-93.2157530000
270531076003003,352,44.9475250000,-93.2144960000
270530263024002,620,44.9445333000,-93.5008580000
270531076003002,352,44.9475057000,-93.2131970000
270531076003001,352,44.9475050000,-93.2118960000
270531076003000,352,44.9475450000,-93.2106460000
270531076001004,352,44.9474983000,-93.2092730000
270531076001003,352,44.9475269000,-93.2079960000
270531076001002,352,44.9462589000,-93.2056810000
270531076001001,352,44.9474927000,-93.2055750000
270531076001000,352,44.9470875000,-93.2038240000
270530276012024,635,44.9455771000,-93.6563960000
271230338001010,878,44.9477868000,-93.1377740000
271230338001009,878,44.9478127000,-93.1357180000
270531076001999,352,44.9449947000,-93.2017970000
271230338001008,878,44.9478127000,-93.1340710000
270530264042020,617,44.9452228000,-93.4456840000
271230348002999,902,44.9410264000,-93.1997830000
271230339001018,878,44.9478150000,-93.1323700000
271230339001009,878,44.9478115000,-93.1301940000
271230348002000,902,44.9414606000,-93.1978670000
271230348001013,902,44.9474177000,-93.1983150000
271230339001010,878,44.9478187000,-93.1276440000
270531065003033,332,44.9472838000,-93.3282180000
271230348001014,902,44.9474605000,-93.1966870000
271230339001011,864,44.9477896000,-93.1251000000
271230339001012,864,44.9477935000,-93.1225620000
271230340002001,864,44.9478114000,-93.1199940000
271230348001016,902,44.9476757000,-93.1935140000
271230333003005,906,44.9477396000,-93.1910010000
271230340002000,864,44.9477923000,-93.1174770000
271230333003006,906,44.9477186000,-93.1884460000
271230333003007,906,44.9477150000,-93.1863710000
271230333003008,906,44.9476909000,-93.1847830000
271230333003009,906,44.9476836000,-93.1832850000
271230333002005,906,44.9477150000,-93.1816210000
271230333002006,906,44.9477190000,-93.1794950000
271230342003028,810,44.9475173000,-93.0992450000
271230333002007,906,44.9476582000,-93.1776970000
271230342002039,814,44.9469572000,-93.0822880000
271230334002016,905,44.9476904000,-93.1698080000
271230334002015,905,44.9476904000,-93.1679870000
271230334002013,879,44.9477964000,-93.1632150000
271230334001014,879,44.9477480000,-93.1605680000
271230334001013,879,44.9472144000,-93.1587470000
271230425021010,920,44.9479708000,-92.9852860000
271230353005001,879,44.9477595000,-93.1554430000
271230353005000,879,44.9477627000,-93.1528210000
271230353001001,879,44.9477650000,-93.1502700000
271230353001000,879,44.9477613000,-93.1478940000
271230338002003,878,44.9477670000,-93.1454940000
271230338002004,878,44.9477590000,-93.1429440000
271230338001011,878,44.9477693000,-93.1403660000
271230348001015,902,44.9475087000,-93.1952860000
271230334002014,879,44.9475804000,-93.1655020000
271230328001042,864,44.9475688000,-93.1065340000
271630710101002,1109,44.9474775000,-92.9054730000
271230333002008,905,44.9476396000,-93.1757900000
271230333002009,905,44.9476650000,-93.1738710000
271230342002033,815,44.9476820000,-93.0864740000
271230334002018,905,44.9476968000,-93.1726560000
271230334002017,905,44.9476838000,-93.1713340000
270530264042023,613,44.9443948000,-93.4328380000
270531226001009,578,44.9467505000,-93.3688960000
270531226001010,578,44.9467519000,-93.3676520000
270531226001011,578,44.9467528000,-93.3663510000
270531226001012,578,44.9467759000,-93.3650520000
270530228021014,584,44.9473862000,-93.3332030000
270531226001013,578,44.9467519000,-93.3638010000
271630710011001,1106,44.9477604000,-92.9667100000
270530276012016,635,44.9456049000,-93.6556220000
270531226001014,578,44.9467751000,-93.3625020000
270531226001015,578,44.9467639000,-93.3612270000
270530276011008,635,44.9456372000,-93.6492990000
271230342002015,816,44.9474619000,-93.0917020000
270531225003003,577,44.9464455000,-93.3803770000
270531225003004,577,44.9464493000,-93.3791020000
270531225002005,577,44.9428143000,-93.3745160000
271230344002999,826,44.9468614000,-93.0709160000
270531225002007,577,44.9467007000,-93.3740470000
271630710061006,1108,44.9451272000,-92.9423150000
270531225002008,577,44.9466767000,-93.3728080000
270531225002009,577,44.9467140000,-93.3715270000
270531226001008,578,44.9467244000,-93.3702030000
271630710011004,1106,44.9468611000,-92.9820680000
270530276012015,635,44.9455620000,-93.6548380000
271230340001001,864,44.9476294000,-93.1155050000
271230340001002,864,44.9476699000,-93.1142430000
271230340001003,864,44.9476234000,-93.1119190000
271230342002019,816,44.9473174000,-93.0970000000
271230344002031,838,44.9474297000,-93.0615150000
270530277002025,637,44.9347045000,-93.6983530000
271230425021007,920,44.9471709000,-92.9903560000
271630710061002,1108,44.9443238000,-92.9522930000
270190901001998,126,44.9417059000,-93.7865350000
270531086002007,345,44.9471319000,-93.2434810000
270531091001005,332,44.9462420000,-93.3237220000
271230340001004,864,44.9475066000,-93.1088770000
270530276011009,635,44.9453831000,-93.6510840000
270530276011012,635,44.9435919000,-93.6469490000
271230342002008,815,44.9472650000,-93.0896680000
271230374022001,832,44.9473143000,-93.0358310000
270530276012014,635,44.9454276000,-93.6541570000
270530272033999,627,44.9432247000,-93.5957320000
270530263021013,620,44.9454032000,-93.4889620000
270530228021015,583,44.9471154000,-93.3332380000
270530276012027,635,44.9428740000,-93.6631650000
270530276012025,635,44.9451966000,-93.6535180000
270530263021012,620,44.9461479000,-93.4918450000
271230328001043,864,44.9472014000,-93.1058680000
270530227002003,579,44.9455971000,-93.3524860000
270530223021008,576,44.9464640000,-93.3816280000
270530264022011,565,44.9459706000,-93.4074860000
270530276014000,636,44.9432244000,-93.6707550000
271230342002032,815,44.9471158000,-93.0877010000
271230374041002,838,44.9471302000,-93.0592230000
270530276012998,635,44.9433950000,-93.6583750000
271230425021011,920,44.9470875000,-92.9848200000
270530272013008,631,44.9450711000,-93.6230130000
271230374022003,832,44.9473362000,-93.0388850000
270530228021013,584,44.9469640000,-93.3346590000
270530223011004,576,44.9442742000,-93.3906990000
271630711021006,1111,44.9413753000,-92.8513300000
270530223022000,576,44.9450685000,-93.3858720000
270530223021009,576,44.9464140000,-93.3850280000
271230374022004,837,44.9460323000,-93.0298430000
271630711021003,1111,44.9343236000,-92.8279660000
270530228021011,583,44.9453872000,-93.3366720000
270530276014999,636,44.9431161000,-93.6772980000
270530274001994,621,44.9458124000,-93.5064750000
271630711011039,1113,44.9466670000,-92.7687020000
271230342002016,816,44.9469176000,-93.0929000000
270530264022012,565,44.9455806000,-93.4090120000
271230342002040,814,44.9458994000,-93.0834930000
271230374022005,837,44.9470000000,-93.0275590000
271230374041015,838,44.9470830000,-93.0403820000
271230342003026,810,44.9468452000,-93.1011460000
271230342002020,818,44.9465760000,-93.0985660000
271230374041004,838,44.9468823000,-93.0539520000
271630710101003,1109,44.9430254000,-92.9092330000
270530232001006,565,44.9455353000,-93.4189180000
270530232001005,565,44.9455782000,-93.4150000000
271230348001017,902,44.9465823000,-93.1932840000
271230349004001,906,44.9466685000,-93.1910460000
271230342003025,810,44.9472062000,-93.1036870000
271230342003027,810,44.9469513000,-93.1001950000
271230342002029,816,44.9466680000,-93.0909330000
271230334002019,905,44.9467847000,-93.1726330000
271230334002020,905,44.9467950000,-93.1713600000
271230334002024,879,44.9468173000,-93.1631280000
271230374041003,838,44.9469546000,-93.0568020000
271230353005002,879,44.9468155000,-93.1554470000
271230353005003,879,44.9468372000,-93.1528430000
271230353001002,879,44.9468650000,-93.1502700000
271230353001003,879,44.9468679000,-93.1478940000
271230338002006,878,44.9468611000,-93.1454960000
271230338002005,878,44.9468637000,-93.1429180000
271230338001012,878,44.9468369000,-93.1403200000
271230338001013,878,44.9468179000,-93.1377950000
271230338001014,878,44.9468127000,-93.1357210000
271230338001015,878,44.9468127000,-93.1340680000
271230339001017,878,44.9468106000,-93.1323440000
271230339001016,878,44.9468208000,-93.1301690000
271230339001015,878,44.9468090000,-93.1276190000
271230339001014,864,44.9467901000,-93.1250940000
271230339001013,864,44.9468150000,-93.1225190000
271230340002004,864,44.9468398000,-93.1199430000
271230340002005,864,44.9468150000,-93.1174190000
271230340001006,864,44.9468250000,-93.1148670000
271230349004000,906,44.9466114000,-93.1884960000
271230340001005,864,44.9468170000,-93.1109130000
271230349001002,906,44.9466150000,-93.1864210000
271230349001001,906,44.9466094000,-93.1847950000
271230349001000,906,44.9466150000,-93.1832700000
271230350003001,906,44.9466197000,-93.1815960000
271230350003000,906,44.9465896000,-93.1795050000
271230350002001,906,44.9465403000,-93.1777310000
271230333002011,905,44.9467405000,-93.1757430000
271230333002010,905,44.9467650000,-93.1738710000
271230334002021,905,44.9467609000,-93.1697950000
271230334002022,905,44.9467650000,-93.1679210000
271230334002023,879,44.9467917000,-93.1656250000
271630710061007,1108,44.9469156000,-92.9484600000
270530263011994,620,44.9452429000,-93.4685630000
271230374021002,834,44.9466122000,-93.0136080000
270531226002004,578,44.9455540000,-93.3598140000
270531226002005,578,44.9455805000,-93.3584330000
271230342002057,810,44.9458747000,-93.1028340000
271230342002022,816,44.9464997000,-93.0961480000
271230342002031,815,44.9464480000,-93.0889450000
271230342002999,814,44.9456724000,-93.0824880000
271230374021003,834,44.9468630000,-93.0145560000
271230361001999,826,44.9341527000,-93.0568710000
270530276011013,635,44.9446025000,-93.6452800000
270530228021012,584,44.9460362000,-93.3398390000
271230374021004,833,44.9457903000,-93.0163210000
271230348001018,902,44.9457087000,-93.1947650000
270530227001031,578,44.9457846000,-93.3551250000
270530264042008,613,44.9441609000,-93.4407410000
271230342002017,816,44.9463157000,-93.0941010000
271230342002044,814,44.9464361000,-93.0870280000
271630710011005,1106,44.9461551000,-92.9795290000
270530228021018,583,44.9461393000,-93.3307620000
270530081002007,334,44.9456826000,-93.2911680000
270530081001002,334,44.9457267000,-93.2898490000
270530081001003,334,44.9456513000,-93.2886000000
270530263021014,620,44.9445731000,-93.4904170000
270530082003000,337,44.9448033000,-93.2867250000
270530082004005,337,44.9456402000,-93.2848800000
270530082001004,337,44.9456902000,-93.2821170000
270530082001005,337,44.9456807000,-93.2804420000
270531087001006,345,44.9453724000,-93.2364960000
270530082001006,337,44.9456744000,-93.2786990000
270530083002003,337,44.9457898000,-93.2771800000
270531088004012,353,44.9460650000,-93.2320390000
270530083002004,337,44.9457897000,-93.2759180000
270531088004011,353,44.9458740000,-93.2306970000
270530083002005,337,44.9440862000,-93.2749580000
270531088004013,353,44.9458301000,-93.2290410000
270530083001004,338,44.9439008000,-93.2742900000
270530083001005,338,44.9457570000,-93.2733670000
270531088004014,353,44.9458149000,-93.2275730000
270530083001006,338,44.9457649000,-93.2721240000
270531088003003,353,44.9458397000,-93.2262290000
270530083001007,338,44.9457786000,-93.2708540000
270531088003004,353,44.9458291000,-93.2248540000
270530084003002,338,44.9457650000,-93.2695230000
270531088003005,353,44.9458408000,-93.2234660000
270531089003004,353,44.9458769000,-93.2221480000
270531089003005,353,44.9458649000,-93.2208730000
270531089003006,353,44.9458648000,-93.2195720000
270531089003007,353,44.9458651000,-93.2182720000
270530274001017,626,44.9438822000,-93.5152510000
271230374041013,838,44.9466475000,-93.0422040000
271230374041014,832,44.9461605000,-93.0394500000
270531076003006,353,44.9458402000,-93.2170270000
270531080002006,333,44.9457341000,-93.3040280000
270531076003007,353,44.9458402000,-93.2157650000
270531076003008,352,44.9458897000,-93.2145270000
270530084001003,338,44.9456649000,-93.2632240000
270530085004001,344,44.9456406000,-93.2619790000
270531080002007,333,44.9456267000,-93.3026550000
270531076003009,352,44.9459150000,-93.2132220000
270530223011011,576,44.9451930000,-93.4003980000
270531080002008,333,44.9456759000,-93.3013990000
270531076003010,352,44.9459150000,-93.2118720000
270531076003011,352,44.9459149000,-93.2105220000
270531080002009,333,44.9456639000,-93.3001250000
270531076001005,352,44.9459150000,-93.2091720000
270531080002010,333,44.9456522000,-93.2988500000
270531076001006,352,44.9459149000,-93.2080220000
270530081004001,334,44.9456647000,-93.2975750000
270530081004002,334,44.9456649000,-93.2962750000
270530081002004,334,44.9456769000,-93.2949990000
270530223012000,576,44.9430967000,-93.3961550000
270530081002005,334,44.9456529000,-93.2937500000
270530274001020,626,44.9408894000,-93.5258130000
270530081002006,334,44.9456649000,-93.2924750000
271230348001019,902,44.9456500000,-93.1962400000
270530082004004,337,44.9456778000,-93.2874600000
270530082004006,337,44.9456397000,-93.2835800000
270530274001016,626,44.9456296000,-93.5131310000
270530227002004,579,44.9451882000,-93.3537510000
270530084003003,338,44.9457503000,-93.2682550000
270530084002002,338,44.9457650000,-93.2669740000
270530084002003,338,44.9457650000,-93.2657240000
270530084001002,338,44.9456149000,-93.2644740000
271230374021006,833,44.9455321000,-93.0214100000
270530085004002,344,44.9455902000,-93.2607180000
270530085003001,344,44.9426969000,-93.2571470000
270530085005009,344,44.9460411000,-93.2568630000
270530085005010,344,44.9460525000,-93.2556340000
270530085003000,344,44.9455664000,-93.2543300000
270530085001002,344,44.9456022000,-93.2530540000
270530085001001,344,44.9455902000,-93.2517680000
270530085001000,344,44.9455995000,-93.2504480000
270531086003002,344,44.9455776000,-93.2491480000
271230358001001,882,44.9461561000,-93.1049220000
271230348001020,902,44.9444069000,-93.1971450000
270531086003003,344,44.9455648000,-93.2478730000
270531086002004,345,44.9455776000,-93.2466030000
270531086002006,345,44.9455650000,-93.2434610000
270531087001003,345,44.9455806000,-93.2414050000
270530274001015,626,44.9437663000,-93.5093550000
270530274001995,626,44.9449516000,-93.5101150000
270530274001019,626,44.9452808000,-93.5100350000
271230342002028,816,44.9460771000,-93.0921050000
270531086002005,345,44.9455769000,-93.2453480000
270531087001004,345,44.9455650000,-93.2396720000
270531087001005,345,44.9455397000,-93.2378810000
271230342002043,814,44.9461303000,-93.0863850000
271230374041000,827,44.9416182000,-93.0395690000
270530263024005,626,44.9438276000,-93.5048210000
271230342002021,818,44.9461603000,-93.0970120000
270530272033001,627,44.9421304000,-93.5920730000
271230342002030,816,44.9458501000,-93.0901460000
271230361001998,819,44.9447037000,-93.0827100000
270190901001992,126,44.9269122000,-93.8702930000
271230352001007,880,44.9459904000,-93.1655460000
271230352001006,880,44.9460150000,-93.1630710000
270530272011995,646,44.9446667000,-93.5796000000
270530263024999,626,44.9449609000,-93.5055330000
271230352001005,880,44.9451541000,-93.1590790000
271230352001002,880,44.9457968000,-93.1592290000
271230352001001,879,44.9461162000,-93.1582990000
271230352001000,879,44.9459629000,-93.1568460000
271230374022006,837,44.9456597000,-93.0260600000
271230353005004,879,44.9459904000,-93.1527940000
271230353001005,879,44.9460157000,-93.1502700000
271230353001004,879,44.9460124000,-93.1478940000
271230354003001,878,44.9459928000,-93.1454720000
271230354003000,878,44.9456150000,-93.1429200000
271230354002002,878,44.9459934000,-93.1403690000
270530263024001,620,44.9434557000,-93.4947200000
271230355002001,864,44.9458403000,-93.1224500000
271230355002000,864,44.9458150000,-93.1199180000
271230355001001,864,44.9458398000,-93.1142080000
271230355001000,864,44.9458384000,-93.1127120000
271230358001002,864,44.9455138000,-93.1101170000
271230350002000,905,44.9459650000,-93.1757710000
271230342002045,814,44.9457397000,-93.0881860000
271230350001004,905,44.9459600000,-93.1738450000
271230350001003,905,44.9459707000,-93.1725960000
271230350001002,905,44.9459699000,-93.1713450000
271230350001001,905,44.9459650000,-93.1698210000
271630710101004,1109,44.9457875000,-92.9152500000
271230350001000,905,44.9459619000,-93.1678960000
271230340001007,864,44.9458480000,-93.1111070000
271230353005006,879,44.9459123000,-93.1565720000
271230353005005,879,44.9459710000,-93.1552540000
270530264022016,565,44.9445352000,-93.4024550000
270531226001023,578,44.9452038000,-93.3700850000
271230425021014,920,44.9435269000,-92.9963590000
270531226001022,578,44.9448501000,-93.3689030000
270531226001021,578,44.9447888000,-93.3676710000
270531226001020,578,44.9447639000,-93.3663270000
271230354002001,878,44.9459623000,-93.1377950000
270531226001019,578,44.9447493000,-93.3650010000
271230354002000,878,44.9459609000,-93.1356940000
270531226001018,578,44.9447881000,-93.3637310000
271230354001002,878,44.9459690000,-93.1340450000
271230354001001,878,44.9459688000,-93.1323440000
270531226001017,578,44.9448139000,-93.3624260000
271230354001000,878,44.9459623000,-93.1301940000
271230355002003,878,44.9459650000,-93.1276190000
270531226001016,578,44.9448220000,-93.3611400000
271230355002002,864,44.9457896000,-93.1250370000
271230355001003,864,44.9457896000,-93.1173870000
271230355001002,864,44.9458229000,-93.1155430000
271230342002056,810,44.9461682000,-93.1014620000
271230342002025,816,44.9457099000,-93.0953020000
271230361001000,826,44.9335560000,-93.0628230000
271230342002023,818,44.9460210000,-93.0965850000
271230425021012,920,44.9460650000,-92.9845470000
270530263021015,620,44.9431941000,-93.4924730000
271230348001024,902,44.9455507000,-93.1930560000
271230349004002,906,44.9438264000,-93.1897510000
271230342002055,818,44.9458657000,-93.1002420000
271230342002027,816,44.9454994000,-93.0932950000
270530264022013,565,44.9450203000,-93.4072400000
270190901001044,126,44.9160448000,-93.8735960000
271230342002042,814,44.9457539000,-93.0862250000
270530261011019,613,44.9450914000,-93.4220130000
270530229011000,583,44.9413678000,-93.3349420000
271230349001003,906,44.9455150000,-93.1863700000
271230349001004,906,44.9455264000,-93.1847710000
271230349001005,906,44.9455086000,-93.1832460000
271230350003002,906,44.9455150000,-93.1815710000
271630710171013,1110,44.9399192000,-92.8725740000
271230350003003,906,44.9454863000,-93.1795140000
271630711011040,1113,44.9445170000,-92.7687020000
270190902001021,125,44.9321890000,-93.9458150000
270530272013010,631,44.9438642000,-93.6241300000
271230359001000,882,44.9451158000,-93.1052440000
271630710011008,1106,44.9457573000,-92.9842110000
270530264042018,617,44.9436533000,-93.4477020000
270530227002005,579,44.9435306000,-93.3550550000
271230342002054,818,44.9455411000,-93.0986260000
271230350002002,906,44.9454711000,-93.1776960000
271230374041006,838,44.9446981000,-93.0575190000
271230342002041,814,44.9455249000,-93.0857580000
271630710171006,1110,44.9397686000,-92.8889720000
271230342002053,818,44.9454495000,-93.0970560000
271230342002047,816,44.9452321000,-93.0913220000
270531225003006,577,44.9446640000,-93.3803280000
270531225003005,577,44.9447140000,-93.3790780000
271630710101010,1109,44.9441978000,-92.9162440000
271630710011010,1106,44.9458049000,-92.9764780000
271230342002024,818,44.9454205000,-93.0962170000
271230374041009,827,44.9346504000,-93.0500670000
271230342002058,818,44.9444335000,-93.0997680000
271230352001003,879,44.9454526000,-93.1573900000
271230374021007,833,44.9449430000,-93.0229140000
271630710061003,1108,44.9454350000,-92.9530810000
270531225002006,577,44.9442912000,-93.3736730000
271230353005007,879,44.9439316000,-93.1539310000
270530228021010,582,44.9433177000,-93.3444570000
271630710101006,1109,44.9455933000,-92.9202350000
270190902001020,125,44.9384873000,-93.9182060000
270530272031999,627,44.9365594000,-93.5692350000
270530261011001,612,44.9399302000,-93.4294420000
270530232001007,565,44.9438200000,-93.4177800000
271230342002064,814,44.9451338000,-93.0878530000
270530272031998,627,44.9439160000,-93.5796720000
271630710011009,1106,44.9444490000,-92.9768970000
270530264042021,617,44.9443830000,-93.4437030000
271230374021012,834,44.9455398000,-93.0141580000
271230350002003,905,44.9452393000,-93.1757380000
271630710011006,1106,44.9450896000,-92.9797530000
271230342002046,814,44.9447539000,-93.0903960000
271230350001005,905,44.9451894000,-93.1738050000
271230350001006,905,44.9451592000,-93.1725450000
271230350001007,905,44.9451888000,-93.1713350000
271230350001008,905,44.9451934000,-93.1698270000
271230361001005,819,44.9449889000,-93.0784690000
271230350001009,905,44.9451925000,-93.1679700000
271230352001008,880,44.9452127000,-93.1655960000
271230352001009,880,44.9452150000,-93.1630710000
271230352001010,880,44.9452127000,-93.1605450000
271230353005008,879,44.9452185000,-93.1549450000
271230353005009,879,44.9452150000,-93.1528200000
271630710011007,1106,44.9440178000,-92.9805120000
271230353001006,879,44.9452157000,-93.1502690000
271230353001007,879,44.9451933000,-93.1478420000
271230354003002,878,44.9451405000,-93.1454970000
271230354002003,878,44.9451650000,-93.1403700000
271230354002004,878,44.9451650000,-93.1378200000
271230354002005,878,44.9451894000,-93.1356880000
271230354001003,878,44.9451783000,-93.1340010000
271230354001004,878,44.9451611000,-93.1323440000
271230354001005,878,44.9451917000,-93.1302230000
271230355002004,878,44.9451894000,-93.1275900000
270530232001008,565,44.9442541000,-93.4139540000
271230342002026,816,44.9449150000,-93.0945170000
271230342002065,814,44.9451348000,-93.0870420000
271630711012004,1113,44.9435228000,-92.7716720000
271630711012006,1113,44.9435929000,-92.7735500000
270530264022015,565,44.9428785000,-93.4034670000
271230374041994,826,44.9349143000,-93.0526770000
271630710171002,1110,44.9396798000,-92.8992490000
271230374041012,827,44.9441361000,-93.0498180000
271230374021008,833,44.9443847000,-93.0242170000
270531226002013,578,44.9423617000,-93.3698790000
270531226002012,578,44.9431383000,-93.3688090000
271630711021022,1111,44.9441162000,-92.8250450000
270530264022014,565,44.9434334000,-93.4070260000
270530223011012,565,44.9442306000,-93.4006620000
271230359001001,882,44.9442294000,-93.1038070000
270531091001006,332,44.9434498000,-93.3270620000
270531091001007,332,44.9392228000,-93.3246760000
270530263021016,620,44.9427726000,-93.4906610000
270531091001008,332,44.9446424000,-93.3206930000
270530232001009,565,44.9378829000,-93.4127410000
270530264022018,565,44.9418680000,-93.4087900000
271230342002048,816,44.9446150000,-93.0925170000
271230374021011,834,44.9449320000,-93.0138540000
270530276013999,635,44.9404526000,-93.6502840000
271230361001006,819,44.9444921000,-93.0799010000
271230355002005,864,44.9447180000,-93.1250050000
271230355002006,864,44.9447684000,-93.1224930000
271230355002007,864,44.9447376000,-93.1199670000
270531226002006,578,44.9431318000,-93.3588740000
271230355001004,864,44.9447466000,-93.1173980000
271230355001005,864,44.9443492000,-93.1155980000
271230355001006,864,44.9446623000,-93.1142810000
271230355001007,864,44.9449623000,-93.1128030000
270530083002007,337,44.9440515000,-93.2771920000
270530083002006,337,44.9440030000,-93.2759490000
271630710101009,1109,44.9426850000,-92.9185950000
270530083001008,338,44.9440513000,-93.2707930000
270530084003005,338,44.9440269000,-93.2694980000
270530084003004,338,44.9440030000,-93.2682480000
270530084002005,338,44.9440769000,-93.2669980000
270530084002004,338,44.9440529000,-93.2657490000
270531076004003,352,44.9441030000,-93.2144960000
270531076004002,352,44.9441761000,-93.2131970000
271230374021010,834,44.9443930000,-93.0105820000
270531076004001,352,44.9441649000,-93.2118720000
270531076004000,352,44.9441761000,-93.2105460000
270531076001019,352,44.9441538000,-93.2091970000
270531076001007,352,44.9441507000,-93.2079960000
271630710061008,1108,44.9449589000,-92.9473170000
270531076001008,352,44.9441761000,-93.2067970000
270531076001009,352,44.9441402000,-93.2055270000
271230348001023,902,44.9441626000,-93.1929410000
270530227002006,579,44.9431041000,-93.3565780000
271630710061009,1108,44.9447158000,-92.9443870000
270531088004010,353,44.9442211000,-93.2305950000
270530272033998,627,44.9412339000,-93.6113470000
270530264022019,565,44.9433639000,-93.4089790000
270530274001018,626,44.9428196000,-93.5104690000
270531088004016,353,44.9439816000,-93.2291060000
