stopID,lineno
1075,558
1075,576
1075,16528
1076,558
1076,576
1076,16528
1077,558
1077,576
1077,16528
1078,16528
1079,16528
1080,16528
1081,16528
1084,16528
1085,16528
1086,16528
1087,16528
1088,16528
1089,16528
1090,16528
1091,16528
1092,16528
1093,16528
1094,16528
1096,114
1096,16469
1096,16589
1096,16772
1098,114
1098,16589
1098,16772
1099,114
1099,16469
1099,16589
1099,16772
1100,17
1100,114
1100,115
1100,16589
1100,16772
1101,17
1101,114
1101,115
1101,16589
1101,16772
1102,17
1102,114
1102,115
1102,16589
1102,16772
1103,17
1103,114
1103,115
1103,16589
1103,16772
1105,23
1105,114
1105,115
1105,16589
1106,23
1106,114
1106,115
1106,16589
1109,23
1109,114
1109,115
1109,16589
1111,114
1111,16589
1113,114
1113,16589
1114,114
1114,16589
1115,114
1115,16589
1116,114
1116,16589
1117,114
1117,16589
1120,16589
1122,16589
1124,16589
1127,16589
1130,16589
1131,16589
1132,16589
1133,16589
1134,16589
1136,16589
1139,16589
1140,16589
1141,16589
1142,46
1142,152
1143,152
1143,16589
1144,152
1144,16589
1145,152
1145,16589
1146,152
1146,16589
1147,152
1147,16589
1148,152
1148,16589
1149,152
1149,16589
1150,152
1150,16589
1151,152
1151,16589
1152,152
1152,16589
1153,152
1153,16589
1156,152
1156,16589
1163,152
1163,16589
1169,515
1169,538
1169,539
1169,16589
1170,114
1170,152
1170,515
1170,538
1170,539
1170,578
1170,684
1170,16589
1176,587
1177,587
1177,16589
1179,587
1179,16589
1180,587
1180,16589
1182,16589
1183,16589
1184,16589
1185,16589
1186,16589
1187,16589
1188,16589
1189,16589
1190,16589
1191,16589
1192,16589
1193,16589
1194,16589
1195,16589
1196,16589
1197,17
1197,18
1197,568
1198,17
1198,18
1198,568
1199,17
1199,18
1199,568
1200,17
1200,18
1200,568
1202,17
1202,18
1202,568
1203,17
1203,18
1203,568
1204,17
1204,18
1204,568
1205,18
1205,568
1206,18
1206,568
1207,18
1207,568
1208,18
1208,568
1210,18
1210,21
1210,53
1210,568
1211,18
1211,568
1212,18
1212,568
1214,18
1214,568
1215,18
1215,568
1216,18
1216,568
1217,18
1217,568
1218,18
1218,568
1219,18
1219,568
1220,18
1220,568
1221,18
1221,568
1222,18
1222,568
1223,18
1223,568
1224,18
1224,568
1225,18
1225,568
1226,18
1226,568
1227,18
1227,152
1227,568
1228,18
1228,46
1228,152
1228,568
1229,18
1229,46
1229,152
1229,568
1230,18
1230,46
1230,152
1230,568
1231,18
1231,46
1231,152
1231,568
1235,16
1235,50
1235,94
1238,62
1238,67
1238,75
1238,262
1238,16497
1239,62
1239,67
1239,75
1239,262
1239,16497
1240,62
1240,67
1240,75
1240,262
1240,16497
1241,16
1241,50
1241,94
1246,16
1246,50
1246,62
1246,67
1246,75
1246,94
1246,262
1246,16497
1247,16
1247,50
1247,67
1247,75
1247,94
1247,262
1250,152
1250,16589
1253,152
1253,16589
1254,152
1254,16589
1255,152
1255,16589
1256,152
1256,16589
1257,152
1257,16589
1258,152
1258,16589
1259,152
1259,16589
1261,16589
1262,16589
1263,16589
1264,16589
1265,16589
1266,16589
1267,16589
1268,16589
1269,16589
1270,16589
1271,16589
1272,16589
1273,16589
1274,16589
1275,16589
1276,16589
1277,587
1277,16589
1278,587
1278,16589
1279,587
1279,16589
1281,587
1284,152
1284,16589
1285,152
1285,16589
1286,152
1286,16589
1287,152
1287,16589
1288,16589
1289,16589
1290,16589
1291,16589
1292,16589
1294,16589
1295,16589
1296,16589
1297,16589
1298,16589
1300,16589
1303,16589
1305,16589
1307,16589
1310,16589
1311,114
1311,16589
1312,114
1312,16589
1313,114
1313,16589
1314,114
1314,16589
1316,23
1316,114
1316,16589
1317,23
1317,114
1317,16589
1318,23
1318,114
1318,16589
1321,23
1321,114
1321,16589
1322,17
1322,23
1322,114
1322,16589
1323,17
1323,16772
1324,17
1324,114
1324,16589
1324,16772
1325,17
1325,114
1325,16589
1325,16772
1326,17
1326,114
1326,16589
1326,16772
1327,17
1327,114
1327,16589
1327,16772
1328,17
1328,114
1328,16589
1328,16772
1329,114
1329,16589
1329,16772
1330,114
1330,16589
1330,16772
1335,18
1336,18
1338,18
1339,18
1339,535
1339,554
1340,18
1340,554
1341,18
1341,554
1342,18
1342,554
1344,18
1344,554
1346,18
1346,554
1347,18
1347,554
1348,18
1348,554
1349,18
1349,535
1349,554
1350,18
1350,554
1351,18
1351,554
1352,18
1352,554
1353,18
1353,554
1354,18
1354,554
1355,18
1355,554
1356,18
1356,554
1357,18
1357,554
1358,18
1358,554
1359,18
1359,554
1360,18
1360,554
1361,18
1361,554
1364,18
1364,554
1365,18
1365,554
1366,18
1366,554
1367,18
1367,554
1368,18
1368,554
1369,18
1369,554
1370,18
1370,554
1371,18
1371,554
1372,18
1372,554
1373,18
1373,554
1374,18
1374,554
1375,18
1375,554
1376,18
1376,554
1377,18
1377,554
1378,18
1378,554
1379,18
1379,554
1380,18
1380,554
1391,18
1391,554
1392,18
1392,554
1393,18
1393,554
1397,18
1397,554
1399,18
1399,554
1400,18
1400,554
1401,18
1401,554
1402,18
1402,554
1403,18
1403,554
1404,18
1404,554
1405,18
1405,554
1406,18
1406,554
1407,18
1407,554
1408,576
1409,576
1410,576
1411,576
1412,576
1417,18
1417,554
1418,18
1418,554
1419,18
1419,554
1420,18
1420,554
1421,18
1421,554
1422,18
1422,554
1423,18
1423,554
1424,18
1424,554
1425,18
1425,554
1426,18
1426,554
1427,18
1427,554
1428,18
1428,554
1429,18
1429,554
1430,18
1430,554
1431,18
1431,554
1432,18
1432,554
1433,18
1433,554
1435,18
1435,554
1436,18
1436,554
1437,18
1437,554
1438,18
1438,554
1439,18
1439,554
1440,18
1440,554
1441,18
1441,554
1442,18
1442,554
1443,18
1443,554
1444,18
1444,554
1445,18
1445,554
1446,18
1446,554
1467,542
1468,542
1470,542
1471,542
1472,542
1473,542
1474,542
1475,542
1476,542
1477,542
1478,542
1479,542
1480,542
1481,542
1482,542
1483,542
1488,578
1489,578
1490,578
1491,578
1492,578
1493,578
1494,578
1501,578
1502,578
1503,578
1504,578
1505,578
1510,542
1510,589
1511,542
1511,589
1512,542
1514,542
1515,542
1516,542
1517,542
1518,542
1519,542
1520,542
1521,542
1522,542
1523,542
1524,542
1525,542
1526,542
1553,539
1554,539
1555,539
1556,539
1557,539
1558,539
1559,539
1562,539
1564,539
1565,539
1566,539
1572,589
1573,589
1581,589
1582,589
1583,589
1584,589
1585,589
1591,539
1592,539
1594,539
1595,539
1596,539
1598,539
1600,539
1601,539
1602,539
1603,539
1604,539
1605,539
1616,535
1616,539
1616,597
1617,535
1617,539
1620,535
1620,539
1621,535
1621,539
1624,535
1624,597
1625,535
1625,597
1626,535
1626,597
1627,535
1627,597
1628,535
1628,597
1629,597
1630,597
1631,597
1632,597
1633,597
1634,597
1635,597
1636,597
1638,597
1639,597
1640,597
1641,597
1642,597
1643,597
1644,597
1645,597
1646,597
1647,597
1648,597
1649,597
1654,589
1655,589
1656,589
1657,589
1658,589
1659,589
1660,589
1662,589
1663,589
1664,589
1665,589
1666,589
1668,589
1670,589
1671,589
1672,589
1673,589
1674,589
1675,589
1676,589
1677,589
1678,589
1679,589
1680,589
1683,589
1684,589
1685,589
1686,589
1687,589
1688,589
1689,589
1690,589
1691,589
1692,589
1693,589
1694,589
1695,589
1696,589
1697,589
1698,589
1699,589
1700,589
1701,589
1702,589
1704,589
1705,589
1706,589
1707,589
1708,589
1709,589
1713,597
1714,597
1715,597
1716,597
1717,597
1718,597
1719,597
1720,597
1721,597
1722,597
1723,597
1724,597
1725,597
1726,597
1727,597
1728,597
1729,597
1730,597
1731,597
1732,597
1734,535
1734,597
1735,535
1735,597
1737,535
1737,597
1740,535
1740,539
1740,597
1741,535
1741,539
1741,597
1743,535
1743,539
1743,597
1745,535
1745,539
1745,597
1751,18
1751,515
1753,18
1753,515
1754,18
1754,535
1754,554
1756,18
1756,554
1758,18
1758,554
1760,18
1760,554
1762,18
1762,554
1763,18
1763,554
1764,18
1764,554
1765,18
1765,554
1766,18
1766,535
1766,554
1768,18
1769,18
1770,18
1772,46
1772,152
1772,568
1774,46
1774,152
1774,568
1782,156
1782,558
1784,156
1786,156
1788,156
1789,156
1790,156
1792,156
1793,156
1803,515
1804,515
1805,515
1807,515
1808,515
1815,114
1815,538
1815,539
1815,578
1815,16589
1817,114
1817,515
1817,578
1817,16589
1819,515
1820,515
1822,515
1823,515
1824,515
1830,16528
1834,156
1835,156
1837,156
1838,156
1843,156
1843,16528
1845,156
1845,16528
1846,156
1846,16528
1848,156
1848,16528
1850,156
1850,16528
1853,156
1853,558
1853,16528
1855,113
1855,16528
1857,113
1858,46
1858,152
1858,568
1860,46
1860,152
1860,568
1861,46
1861,152
1861,568
1863,18
1863,46
1863,152
1863,568
1864,18
1865,18
1866,18
1867,18
1869,18
1869,46
1869,152
1869,568
1870,18
1870,46
1870,152
1870,568
1872,18
1872,46
1872,152
1872,568
1873,18
1873,568
1874,18
1874,568
1875,18
1875,568
1876,18
1876,568
1877,18
1877,568
1878,18
1878,568
1879,18
1879,568
1880,18
1880,568
1881,18
1881,568
1882,18
1882,568
1883,18
1883,568
1884,18
1884,568
1885,18
1885,568
1886,18
1886,568
1887,18
1887,568
1888,18
1888,568
1889,18
1889,568
1890,18
1890,568
1897,18
1897,568
1900,18
1900,568
1902,17
1902,18
1902,568
1905,17
1905,18
1905,568
1911,17
1911,18
1911,568
1914,17
1914,18
1914,568
1917,17
1917,18
1917,568
1917,829
1920,17
1920,18
1920,568
1920,829
1924,538
1924,539
1924,578
1924,16589
1925,538
1925,539
1925,578
1926,538
1926,539
1926,578
1928,538
1928,539
1928,578
1930,538
1930,539
1930,578
1932,538
1932,540
1933,538
1933,540
1935,538
1935,540
1937,538
1937,540
1943,535
1943,540
1943,576
2016,535
2016,539
2016,540
2016,576
2018,538
2018,540
2020,538
2020,540
2022,538
2022,540
2023,538
2023,540
2024,538
2024,539
2024,578
2025,539
2025,578
2026,538
2026,539
2026,578
2029,538
2029,539
2029,578
2029,16589
2038,535
2038,540
2043,535
2043,538
2043,539
2043,542
2043,558
2043,16528
2047,539
2047,542
2048,539
2048,542
2051,539
2051,542
2052,539
2053,539
2054,539
2055,539
2065,535
2066,535
2069,539
2069,597
2070,539
2070,597
2071,539
2071,597
2072,539
2072,597
2073,539
2073,589
2073,597
2074,539
2074,597
2075,539
2075,597
2076,539
2076,597
2077,539
2077,597
2078,535
2078,539
2079,535
2081,535
2082,535
2086,539
2092,539
2093,539
2094,539
2095,539
2096,539
2098,539
2099,539
2099,542
2100,539
2100,542
2101,539
2101,542
2102,539
2102,542
2104,535
2104,538
2104,539
2104,542
2104,558
2149,587
2153,539
2153,540
2153,578
2153,16589
2158,538
2158,539
2158,578
2159,538
2159,539
2159,578
2172,515
2173,515
2175,515
2175,558
2175,576
2177,515
2177,558
2177,576
2179,515
2179,558
2179,576
2181,515
2181,558
2181,576
2184,515
2184,558
2184,576
2186,515
2186,558
2186,576
2188,515
2188,558
2188,576
2190,515
2190,558
2190,576
2192,515
2198,578
2203,538
2203,539
2207,539
2207,578
2211,16589
2212,16589
2280,219
2280,294
2281,219
2281,294
2283,219
2283,294
2284,219
2284,294
2287,219
2287,294
2288,219
2302,219
2305,219
2307,219
2308,219
2309,219
2420,70
2423,219
2423,294
2435,219
2435,294
2442,63
2443,63
2443,350
2446,63
2446,350
2450,63
2450,350
2452,63
2452,350
2460,350
2464,350
2469,350
2470,350
2472,350
2473,350
2477,70
2479,70
2481,70
2483,70
2485,70
2487,70
2489,70
2491,70
2529,70
2532,70
2534,70
2535,70
2565,68
2566,68
2605,68
2605,71
2606,68
2606,71
2607,68
2607,71
2608,68
2608,71
2609,68
2609,71
2610,68
2610,71
2611,16
2611,50
2611,94
2619,67
2619,75
2624,67
2646,417
2647,417
2648,417
2649,417
2650,417
2651,417
2652,417
2653,417
2654,417
2655,417
2656,417
2657,417
2658,417
2659,417
2660,417
2661,417
2662,417
2663,417
2664,417
2665,417
2666,417
2668,417
2669,417
2670,417
2671,417
2672,417
2673,417
2674,417
2675,417
2676,417
2677,417
2678,417
2679,417
2680,417
2681,417
2683,417
2695,415
2695,446
2696,415
2696,446
2697,415
2697,417
2700,417
2702,417
2703,417
2704,417
2705,417
2706,417
2707,417
2708,417
2709,417
2710,417
2711,417
2712,417
2713,417
2714,417
2715,417
2716,417
2717,417
2718,417
2719,415
2719,446
2720,415
2720,446
2721,415
2721,446
2723,75
2723,446
2723,452
2731,417
2732,417
2733,417
2734,417
2735,417
2736,417
2737,417
2738,417
2739,417
2740,417
2741,417
2742,417
2743,417
2744,417
2745,417
2746,417
2747,417
2748,417
2749,417
2750,417
2781,67
2781,75
2785,67
2785,75
2785,262
2785,16497
2793,94
2793,262
2794,68
2794,71
2795,68
2795,71
2797,68
2797,71
2798,68
2798,71
2800,68
2847,146
2850,146
2852,18
2852,146
2853,18
2853,113
2853,135
2853,146
2865,146
2867,146
2869,146
2871,146
2872,146
2873,46
2874,146
2874,152
2875,19
2875,22
2875,755
2875,16558
2877,16681
2878,16681
2879,16681
2880,16681
2882,16681
2883,16681
2884,16681
2885,16681
2887,16681
2889,16681
2891,16681
2895,16681
2897,16681
2899,16681
2900,16681
2901,16681
2902,16681
2903,16681
2904,16681
2905,16681
2906,16681
2907,16681
2908,16681
2926,705
2927,705
2928,705
2943,705
2944,705
2945,705
2962,16681
2963,16681
2968,643
2968,16681
2970,649
2970,16681
2971,649
2971,16681
2973,649
2973,16681
2974,649
2975,649
2977,649
2977,16681
2978,649
2978,16681
2980,649
2980,16681
2981,649
2981,16681
2983,649
2983,16681
2985,649
2985,16681
2987,649
2987,16681
2988,604
2988,643
2988,649
2988,663
2988,16681
2989,604
2989,643
2989,649
2989,663
2989,16681
2990,604
2990,643
2990,649
2990,663
2990,16681
2991,604
2991,643
2991,649
2991,663
2991,16681
2992,604
2992,643
2992,649
2992,663
2992,16681
2993,604
2993,643
2993,649
2993,663
2993,16681
2994,604
2994,643
2994,649
2994,663
2994,16681
2995,604
2995,643
2995,649
2995,663
2995,16681
2996,604
2996,643
2996,649
2996,663
2996,16681
2997,604
2997,643
2997,649
2997,663
2997,16681
3001,649
3001,16681
3002,649
3002,16681
3004,649
3004,16681
3006,649
3006,16681
3007,649
3007,16681
3008,649
3008,16681
3010,649
3010,16681
3011,649
3011,16681
3012,649
3012,16681
3013,604
3013,649
3013,16681
3014,649
3015,649
3015,16681
3016,643
3016,16681
3019,16681
3021,16681
3022,16681
3023,16681
3024,16681
3025,16681
3026,16681
3027,16681
3028,16681
3029,16681
3030,16681
3032,16681
3034,16681
3036,16681
3038,16681
3040,16681
3043,16681
3044,16681
3047,16681
3049,16681
3050,16681
3051,16681
3052,16681
3053,16681
3054,294
3055,294
3056,219
3056,294
3064,294
3065,294
3066,294
3067,294
3068,294
3069,294
3070,294
3071,294
3072,294
3073,294
3077,63
3078,63
3079,63
3080,63
3081,63
3083,63
3084,63
3085,63
3086,63
3087,63
3088,63
3089,63
3091,63
3092,63
3093,63
3094,63
3095,63
3096,63
3097,63
3098,63
3099,63
3100,63
3101,21
3101,63
3101,134
3104,63
3105,63
3106,63
3107,63
3108,63
3109,63
3110,63
3111,63
3112,63
3114,63
3115,63
3116,63
3117,63
3118,63
3119,63
3120,63
3121,63
3122,63
3123,63
3124,63
3125,63
3126,63
3127,63
3128,63
3129,63
3130,63
3131,63
3132,63
3133,63
3134,63
3135,63
3136,63
3138,63
3139,63
3142,21
3142,53
3142,54
3142,61
3142,63
3142,64
3142,65
3142,70
3142,74
3142,265
3142,275
3142,294
3142,350
3142,351
3142,353
3142,361
3142,364
3142,417
3142,480
3142,484
3142,489
3142,860
3151,63
3151,70
3151,351
3151,353
3151,361
3151,364
3152,63
3153,63
3155,63
3156,63
3157,63
3158,63
3159,63
3161,63
3164,63
3165,63
3166,63
3167,63
3168,63
3169,63
3170,63
3171,63
3172,63
3173,63
3174,63
3174,80
3175,63
3175,80
3176,63
3176,80
3177,63
3177,80
3178,63
3178,74
3178,80
3179,63
3180,63
3181,63
3182,63
3183,63
3184,63
3185,63
3187,63
3187,350
3189,63
3189,350
3191,63
3191,350
3193,63
3193,350
3194,63
3194,350
3196,63
3196,350
3197,63
3199,63
3201,63
3204,63
3207,63
3212,219
3213,219
3214,219
3217,294
3221,219
3222,219
3223,219
3226,63
3226,80
3229,63
3230,63
3231,63
3232,63
3233,63
3234,63
3234,80
3235,63
3236,63
3238,63
3239,63
3241,63
3243,63
3244,63
3245,63
3246,63
3247,63
3249,63
3250,63
3254,21
3254,53
3254,63
3254,70
3254,350
3254,351
3254,353
3254,361
3254,364
3256,21
3256,53
3256,63
3256,70
3256,350
3256,351
3256,353
3256,361
3256,364
3264,21
3264,53
3264,54
3264,61
3264,63
3264,64
3264,65
3264,70
3264,74
3264,265
3264,275
3264,294
3264,350
3264,351
3264,353
3264,361
3264,417
3264,480
3264,484
3264,489
3264,860
3270,63
3271,63
3273,63
3274,63
3275,63
3276,63
3306,63
3306,74
3306,80
3306,219
3326,539
3326,597
3328,539
3328,597
3330,539
3330,597
3331,539
3331,597
3334,597
3335,539
3337,539
3340,597
3341,597
3342,535
3342,597
3343,535
3343,597
3347,576
3349,576
3351,576
3352,576
3355,538
3355,576
3357,16528
3359,16528
3360,558
3360,16528
3361,558
3361,16528
3362,558
3362,16528
3363,558
3363,16528
3364,558
3364,16528
3365,558
3365,16528
3366,558
3366,16528
