stopID,TAZ,access_time,block00ID
159,335,1.353451515,270531099004005
159,335,2.364920187,270531099004004
160,335,1.427773797,270531099004002
160,335,1.433848949,270531099004007
160,335,2.585128294,270531099004008
162,335,2.560847957,270531092002004
162,335,1.463127325,270531092002005
162,335,1.475815838,270531092002006
163,335,1.323080725,270531092002001
163,335,1.239661336,270531092002002
164,335,1.389464825,270531092001013
164,335,1.351111226,270531092001014
165,334,1.398877194,270531092001001
165,334,2.550560716,270531092001000
165,334,3.758874183,270531092001004
165,334,2.419130807,270531092001003
165,334,1.397620182,270531092001002
166,334,1.316884745,270530081001006
166,334,2.5604487,270530081001007
166,334,1.222390532,270530081003007
166,334,2.325986056,270530081003006
167,334,1.360517077,270530081003000
167,334,1.450173175,270530081001005
167,334,2.614161818,270530081001004
167,334,3.754370974,270530081003002
167,334,2.426980718,270530081003001
168,334,1.337037918,270530081001002
168,334,1.27597475,270530081002007
169,337,1.223850409,270530082004003
170,373,3.266438312,270530077001006
170,373,2.670584001,270530077001007
170,373,4.426816323,270530077001005
170,375,1.232728711,270530077002014
171,373,2.590110827,270530077001007
171,373,3.404674753,270530077001006
171,375,3.796174522,270530077002002
171,375,2.448150399,270530077002001
171,375,1.364635687,270530077002000
172,373,1.290210253,270531070002006
172,373,2.459960753,270531070002005
172,373,3.789666796,270531070002004
172,373,5.42625106,270531070003007
172,373,5.216051406,270531070002003
172,375,1.273806748,270531067001005
172,375,2.40111311,270531067003000
173,373,1.217151296,270531070003004
173,373,2.380932793,270531070003005
173,373,3.719336374,270531070003006
173,373,5.143085642,270531070003007
173,374,4.086744624,270531070003001
173,375,1.305494245,270531067001004
173,375,2.509517868,270531067002008
174,374,1.214037446,270531070003003
174,374,2.382445522,270531070003002
174,374,3.729375344,270531070003001
174,375,1.290700263,270531067001003
174,375,2.477319708,270531067002005
175,374,1.226941661,270530068002006
175,375,1.264268474,270531067001002
177,374,1.253161498,270530068003003
177,375,1.291247137,270531067001000
179,322,1.658465561,270531114001011
179,322,1.574186717,270531114001012
179,322,1.713448706,270531114002004
179,322,1.615515991,270531114002003
179,322,4.481819328,270531114002010
179,322,4.494579735,270531114002011
181,322,4.379466327,270531114001006
181,322,4.375720827,270531114001005
181,322,1.645942535,270531114001009
181,322,1.602604492,270531114001010
181,322,4.302179715,270531114002008
181,322,1.425215927,270531114002006
181,322,1.666864892,270531114002005
181,322,5.583713894,270531114003001
181,322,4.262945308,270531114002009
183,322,7.750841612,270530107002008
183,322,7.202028708,270530107002009
183,322,4.446599343,270531114001007
183,322,1.572790427,270531114001008
183,322,1.913482753,270531114002007
183,325,4.623210898,270531113001004
183,325,5.0846358,270531114003002
183,325,6.974290921,270531114003003
183,325,7.413152481,270531113001011
183,330,4.464360732,270530106001001
183,330,2.90807113,270530106001000
184,322,7.890388076,270530107002008
184,325,3.086876945,270531113001002
184,325,3.064602459,270531113001003
184,325,4.598520517,270531113001006
184,325,4.578200792,270531113001005
184,325,7.330335773,270531113001009
184,325,7.303037107,270531113001010
184,329,1.729543802,270531113001000
184,330,5.805148856,270530106001003
184,330,4.273576481,270530106001002
184,330,4.003126544,270530106001014
184,330,1.733050446,270530106001013
184,330,6.227839589,270531099004018
184,330,6.044011575,270531099004019
186,325,4.590729782,270531113002007
186,325,4.421505402,270531113001007
186,329,1.665124571,270531113002000
186,329,1.828087583,270531113001001
186,330,6.156233532,270531099004018
186,330,5.918008439,270531099004019
186,330,3.952352414,270530106001004
186,330,4.631630596,270530106001005
186,330,1.672568492,270530106001011
186,330,1.523349169,270530106001012
188,329,1.576900709,270531113002001
188,329,1.637286999,270531113002002
188,330,3.72112212,270530106001006
188,330,1.575551972,270530106001009
188,330,1.61230898,270530106001010
190,330,3.974847975,270530106002000
190,330,3.858794725,270530106001007
190,330,1.751701641,270530106002018
190,330,1.615758721,270530106001008
193,329,1.663719455,270531113003002
193,329,1.711326602,270531113003003
193,329,4.453772334,270531113003004
193,330,4.92749219,270530106002003
193,330,4.734334118,270530106002002
193,330,1.54196957,270530106002016
193,330,4.600779741,270530106002001
193,330,1.663060867,270530106002015
193,330,2.469300851,270530106002017
195,329,1.576292872,270531113004000
195,329,4.411157874,270531113004007
195,330,4.27898645,270530106002006
195,330,1.535827656,270530106002014
196,329,1.744104639,270531113004002
196,329,1.615334142,270531113004001
196,330,1.473110177,270530106002013
198,330,1.389618512,270530106002012
199,327,1.789532632,270531112002001
201,327,1.59793644,270531112002002
201,327,1.721779125,270531112002003
201,327,4.351514644,270531112002012
201,328,1.397546988,270531112001015
201,328,1.707317346,270531112001014
203,327,1.611419316,270531112002004
203,327,1.783630164,270531112002005
203,327,4.36075522,270531112002011
203,328,1.442266273,270531112001013
203,328,1.693757763,270531112001011
205,327,1.546970161,270531112002006
205,328,1.437176939,270531112001010
208,521,1.33465674,270530236001007
208,522,0.892778622,270530236001006
209,522,1.883543772,270530236001005
209,522,1.046896265,270530236001006
210,521,1.518289168,270530236001009
210,521,4.383987854,270530236001015
210,521,3.758422995,270530236001010
210,522,4.358572444,270530236001003
212,521,2.110890648,270530236002021
212,521,2.078879609,270530236002017
212,521,4.408992986,270530236002020
212,522,4.370758669,270530236003014
212,522,4.454336922,270530236003015
212,522,1.278717054,270530236003016
212,522,8.508578465,270530236003001
213,521,1.739651467,270530236002018
213,521,2.091821433,270530236002016
213,522,4.258588467,270530236003012
213,522,4.301690289,270530236003013
213,522,4.578308955,270530236003011
213,522,2.565653586,270530236003019
213,522,1.679374344,270530236003017
213,522,0.866097567,270530236003018
213,522,11.48380639,270530229021006
213,522,10.92273083,270530236002000
213,522,8.375125688,270530236003003
213,522,8.467471441,270530236003002
213,522,10.03398279,270530236003004
213,522,8.34115807,270530236003005
213,522,9.977731858,270530236003006
213,522,8.600009897,270530236003007
213,522,5.365788957,270530236003010
213,522,2.21020533,270530236003020
214,521,6.208744856,270530236002015
214,522,4.537632651,270530236003009
214,522,3.456217179,270530236002029
214,522,2.144248343,270530236002998
214,522,8.607353185,270530236003008
216,521,1.957608873,270530236002013
216,521,1.246993882,270530236002012
216,522,3.523320654,270530236002009
216,522,6.081334272,270530236002008
216,522,4.096323839,270530236002010
216,522,7.747645697,270530236002006
216,522,7.351000999,270530236002997
216,522,2.748067779,270530236002011
217,524,3.684499628,270530235012004
217,524,3.923724125,270530235011017
217,524,0.867539332,270530235011026
217,524,10.95816523,270530235012000
217,524,10.84100078,270530235012001
217,524,8.594782041,270530235011005
217,524,5.216725082,270530235011013
217,524,7.967234444,270530235012006
217,524,7.001730165,270530235012005
217,524,6.227763751,270530235012003
217,524,6.025447865,270530235012002
217,524,5.568653427,270530235011011
217,524,5.286747821,270530235011014
217,524,3.441848614,270530235011015
217,524,3.061274803,270530237001000
217,524,2.385397286,270530235011016
217,524,0.873777194,270530235011025
217,525,1.055297201,270530237001001
218,524,17.04261562,270530235012014
218,524,9.626685716,270530235012007
218,524,18.45667433,270530235012016
218,524,14.81629868,270530235012015
218,524,13.68677737,270530235021001
218,524,5.637804662,270530235011021
218,524,5.057339787,270530235011020
218,524,3.724011389,270530235011019
218,524,2.646142343,270530235011018
218,524,1.169917055,270530235011024
218,524,1.470886808,270530235011027
218,524,6.478762728,270530235012008
218,524,2.892136197,270530235011028
218,525,1.481031074,270530237001004
219,525,1.529879893,270530237001005
220,524,3.128561075,270530235011022
220,525,4.913398377,270530237001011
220,525,0.123346947,270530237001006
220,525,9.363757887,270530237001012
220,525,1.857831917,270530237001005
220,525,7.821310164,270530237001013
221,524,2.765351835,270530235011028
221,524,18.6109394,270530235012016
221,524,13.79319362,270530235021001
221,524,5.911076325,270530235011021
223,524,2.400803253,270530235011022
223,525,5.057071218,270530237001011
223,525,0.823069454,270530237001006
234,299,2.317931389,270370606032022
234,299,1.836406047,270370606032021
234,301,7.329912707,270370606061000
236,299,5.978878434,270370606032018
236,301,15.48916425,270370606061008
236,301,14.18707005,270370606061007
237,260,7.315938472,270370605052001
237,294,3.803483961,270370601032018
240,294,4.733085365,270370601032016
240,294,1.196960061,270370601032017
244,294,5.601939558,270370601032015
245,294,7.513423051,270370601042031
245,294,3.803405286,270370601042033
245,294,5.4942497,270370601042032
246,294,5.272390745,270370601042021
246,294,2.800601771,270370601042020
247,294,2.71445795,270370601042020
247,294,7.025949046,270370601042019
249,295,1.751637325,270370601042013
250,295,1.774365613,270370601032007
250,295,4.672575037,270370601032000
250,295,4.731725169,270370601042007
250,295,2.549312373,270370601032006
250,295,2.033109688,270370601032010
251,295,4.15624961,270370601042008
251,295,2.782846219,270370601042006
251,295,1.015758086,270370601042009
252,295,4.08688054,270370601042005
254,295,1.8541727,270370601042011
254,295,5.915456215,270370601042001
255,295,2.407264933,270370601042014
256,295,2.138592656,270370601042015
256,295,3.609853309,270370601042000
258,292,6.743075373,270370601051021
258,292,3.690606418,270370601051019
258,292,5.076992877,270370601051020
258,295,4.266484058,270370601041017
259,292,6.875834191,270370601051006
259,292,2.398663512,270370601051018
259,292,3.647606119,270370601051019
259,292,5.03364972,270370601051020
259,292,2.433211517,270370601051015
259,292,3.632093256,270370601051014
259,292,5.043468639,270370601051007
259,292,1.542145505,270370601051017
259,295,3.213132954,270370601041018
259,295,1.66273521,270370601041019
260,292,2.687994827,270370601051008
260,292,1.443205488,270370601051016
260,292,2.30604847,270370601051015
260,292,3.529389733,270370601051014
260,292,4.983478316,270370601051007
261,292,1.228448868,270370601051010
261,292,1.916502448,270370601051009
261,292,2.519816067,270370601051011
261,292,4.307769967,270370601051013
265,296,1.497683295,270370601013011
266,296,1.467885046,270370601013012
266,296,1.827075371,270370601013013
267,296,1.597964391,270370601013013
268,295,2.687921374,270370601041008
268,295,1.676744196,270370601041007
268,296,1.580246491,270370601013014
269,296,4.180785575,270370601013007
269,296,4.747035416,270370601022002
269,296,1.661332909,270370601013014
270,296,2.870626333,270370601022001
270,296,1.535686438,270370601022000
270,296,1.441509117,270370601013005
270,296,2.676523218,270370601013006
270,296,4.182368301,270370601013007
271,296,2.708187235,270370601013003
271,296,4.218061934,270370601013002
271,296,1.699932537,270370601014006
271,296,2.815258265,270370601014005
271,296,1.679267349,270370601021022
271,296,7.509498336,270370601021028
271,296,5.930195215,270370601021027
271,296,7.548498031,270370601021031
271,296,2.89444633,270370601021024
271,296,1.594459656,270370601021023
271,296,1.55102171,270370601013004
271,296,4.46388727,270370601021025
272,296,7.090745856,270370601021012
272,296,5.45393394,270370601021011
272,296,4.125797251,270370601021010
272,296,3.348380883,270370601021021
272,296,5.925491034,270370601021018
272,822,0.760584077,271230372002010
272,822,3.265568383,271230372002011
272,822,2.644090349,271230372002008
272,822,0.908961812,271230372002009
274,296,4.568269895,270370601021007
274,296,3.533096862,270370601021008
274,296,7.963424901,270370601021013
274,822,3.955981102,271230372003021
274,822,1.173342192,271230372002007
274,822,0.9124125,271230372002006
274,822,4.087078015,271230372002005
274,822,2.696082963,271230372003025
274,822,1.245374369,271230372003024
274,822,0.943159348,271230372003022
276,296,6.029899171,270370601021001
276,296,4.281291481,270370601021000
276,296,3.421110558,270370601021009
276,822,3.73005687,271230372003019
276,822,1.066823816,271230372003023
276,822,2.632274564,271230371003024
276,822,6.532771398,271230371003029
276,822,1.30372739,271230372003018
276,822,4.051120526,271230371003027
276,822,0.893739241,271230371003025
276,822,6.082786972,271230371003032
276,822,4.045605049,271230371003026
278,822,2.469779219,271230372003015
278,822,1.083169158,271230371003022
278,822,0.962090615,271230372003017
278,822,2.479916796,271230372003016
278,822,6.921367175,271230371003017
278,822,4.549910031,271230371003016
278,822,0.926132714,271230371003012
278,822,1.067420731,271230372003014
278,822,2.715763128,271230371003014
278,822,1.684064977,271230371003013
278,822,1.849833509,271230371003021
278,822,4.445511308,271230371003018
278,822,3.021458202,271230371003019
278,822,2.243932948,271230371003020
278,822,4.919198261,271230371003028
278,822,1.961409851,271230371003023
282,822,2.610845545,271230371003007
282,822,1.063073087,271230371003006
282,822,0.926064438,271230372003004
282,822,2.764323372,271230372003005
282,822,2.684990714,271230371003004
282,822,1.239431237,271230371003005
282,822,4.447941734,271230371004007
282,822,3.219671332,271230371003008
282,822,2.097232125,271230371003009
282,822,2.60072007,271230372003013
284,822,0.804384987,271230371003001
284,822,0.862667949,271230372003003
285,822,2.510271582,271230371001018
285,822,0.990914718,271230371002011
286,822,2.556175793,271230371001018
287,822,0.438688757,271230371002010
287,822,1.734816801,271230371001017
287,822,1.037386026,271230371002000
289,822,0.893011899,271230371001016
289,822,3.365870619,271230371002002
291,822,2.493359351,271230371005009
291,822,3.876923915,271230371005027
292,820,2.088396085,271230371001006
292,820,3.275356124,271230371001010
299,822,1.561323462,271230371001017
299,822,0.981912758,271230371002000
299,822,1.724914521,271230371001016
300,822,0.825177876,271230371002009
300,822,0.666774522,271230371002010
302,822,1.422294171,271230372003001
302,822,2.838180726,271230372003000
302,822,3.519601025,271230372003007
302,822,0.758429212,271230371003000
302,822,2.54900771,271230372003006
302,822,3.862734265,271230372003009
302,822,4.51773937,271230372003008
303,822,1.137960888,271230371003001
303,822,1.085078072,271230372003002
304,822,1.171609832,271230371003002
304,822,2.351709796,271230371003004
304,822,0.75499682,271230371003005
304,822,2.491802791,271230371003003
304,822,1.076841843,271230372003003
304,822,2.911593641,271230371003007
304,822,1.954985151,271230372003004
307,822,4.311623734,271230371004007
307,822,2.456260429,271230371003008
307,822,0.784758884,271230371003009
307,822,0.971899978,271230372003013
307,822,6.098893468,271230371004009
307,822,4.154460788,271230371004008
307,822,2.640682199,271230371003015
307,822,1.271910328,271230371003010
307,822,2.809702362,271230372003012
307,822,1.85121559,271230371003006
307,822,2.82578068,271230372003005
307,822,1.51883238,271230371003011
309,822,6.744689233,271230371003017
309,822,4.298395273,271230371003016
309,822,1.203838962,271230371003011
309,822,0.588024148,271230371003012
309,822,1.009255686,271230372003014
309,822,2.459117144,271230371003014
309,822,1.324822281,271230371003013
309,822,1.690722509,271230371003021
309,822,4.327865071,271230371003018
309,822,2.926640829,271230371003019
309,822,2.203927442,271230371003020
309,822,4.738679393,271230371004008
309,822,2.930952136,271230371003015
309,822,1.846397281,271230371003010
309,822,3.114094816,271230372003012
309,822,2.566319062,271230372003015
309,822,1.238231014,271230371003022
309,822,1.355459899,271230372003017
309,822,2.773969045,271230372003016
312,296,5.853925762,270370601021001
312,296,4.147386682,270370601021000
312,296,3.340158502,270370601021009
312,296,6.246983345,270370601021006
312,822,2.373860128,271230371003024
312,822,6.274056939,271230371003029
312,822,4.64162547,271230371003028
312,822,1.844968986,271230371003023
312,822,1.16883541,271230372003018
312,822,3.775305637,271230371003027
312,822,0.746128707,271230371003025
312,822,5.874027241,271230371003032
312,822,3.824252812,271230371003026
312,822,3.90895746,271230372003019
312,822,1.442833282,271230372003023
314,296,4.316436941,270370601021007
314,296,3.24369746,270370601021008
314,296,7.784991849,270370601021013
314,296,6.260110031,270370601021006
314,822,2.412863344,271230372003025
314,822,0.88536767,271230372003024
314,822,0.909220784,271230372003022
314,822,4.113878106,271230372003021
314,822,1.25214879,271230372002007
314,822,1.311543917,271230372002006
316,296,6.941630314,270370601021012
316,296,5.31690643,270370601021011
316,296,4.012674493,270370601021010
316,296,3.21323733,270370601021021
316,296,7.350592631,270370601021017
316,296,5.717997622,270370601021018
316,296,4.413803219,270370601021019
316,296,2.930565718,270370601021020
316,822,2.562266939,271230372002008
316,822,0.810034,271230372002009
